index,labels,comment_sentence,comment_clean,combo,combo_clean
1855,"[1, 0, 1, 0, 0, 0]",you can import new Icons using method name brglamorousicons class #importiconsfromdirectory victimisation the hand below.,import new icon using method name brglamorousicons class importiconsfromdirectory victimisation hand,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1856,"[1, 0, 1, 0, 0, 0]",you can import new icons using method name brglamorousicons class #importiconsfromdirectory using the script Below.,import new icon using method name brglamorousicons class importiconsfromdirectory using script,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1857,"[1, 0, 1, 0, 0, 0]",you can import new icons victimisation method name brglamorousicons class #importiconsfromdirectory Using The hand below.,import new icon victimisation method name brglamorousicons class importiconsfromdirectory using hand,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1858,"[1, 0, 1, 0, 0, 0]",you can import new icons use method name brglamorousicons class #importiconsfromdirectory using the script below.,import new icon use method name brglamorousicons class importiconsfromdirectory using script,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1859,"[1, 0, 1, 0, 0, 0]",the click event is fired when a Pointing device button a mouse s master button is pressed and released on a single element.,click event fired pointing device button mouse master button pressed released single element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1860,"[1, 0, 1, 0, 0, 0]",you can import new icons using method Name Brglamorousicons class #importiconsfromdirectory using the script below.,import new icon using method name brglamorousicons class importiconsfromdirectory using script,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1861,"[1, 0, 1, 0, 0, 0]",the pawl event is fired When A Pointing gimmick button a shiner s primary button is pressed And release On a single element.,pawl event fired pointing gimmick button shiner primary button pressed release single element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1862,"[1, 0, 1, 0, 0, 0]",the click event is Fired when a place device clitoris a mouse s primary button is pressed and released on a single element.,click event fired place device clitoris mouse primary button pressed released single element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1863,"[1, 0, 1, 0, 0, 0]",The detent event is fired when a pointing device button a shiner s primary button is squeeze and Released On a single element.,detent event fired pointing device button shiner primary button squeeze released single element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1864,"[1, 0, 1, 0, 0, 0]",you can import new icons using method name brglamorousicons class #importiconsfromdirectory using the Script below.,import new icon using method name brglamorousicons class importiconsfromdirectory using script,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1865,"[1, 0, 1, 0, 0, 0]",you can import New icons habituate Method name brglamorousicons class #importiconsfromdirectory using the script below.,import new icon habituate method name brglamorousicons class importiconsfromdirectory using script,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1866,"[1, 0, 1, 0, 0, 0]",the click event is Fired when a pointing twist button a creep s primary button is entreat and released on a undivided element.,click event fired pointing twist button creep primary button entreat released undivided element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
1867,"[1, 0, 1, 0, 0, 0]",the dog event is fired when A pointing device Button a mouse s main button is adjure and Released On a single element.,dog event fired pointing device button mouse main button adjure released single element,the click event is fired when a pointing device button a mouse s primary button is pressed and released on a single element. | BlClickEvent,click event fired pointing device button mouse primary button pressed released single element | blclickevent
