index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10537,LabelColumnInfo.java,creates the column info object with given array of attributes,0,creates the column info object with given array of attributes | labelcolumninfo java,"[1, 0, 0, 0, 0, 0, 0]"
10540,LabelColumnInfo.java,see propertiesbasedlabelprovider,0,see propertiesbasedlabelprovider | labelcolumninfo java,"[0, 0, 0, 0, 1, 0, 0]"
10542,TestAcl.java,tests covering basic functionality of the acl objects,0,tests covering basic functionality of the acl objects | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10544,TestAcl.java,named group,0,named group | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10547,TestAcl.java,default named group,0,default named group | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10548,TestAcl.java,other,0,other | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10550,TestAcl.java,mask,0,mask | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10551,TestAcl.java,default mask,0,default mask | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10552,TestAcl.java,group,0,group | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10554,TestAcl.java,default owner,0,default owner | testacl java,"[1, 0, 0, 0, 0, 0, 0]"
10555,QueuePollTester.java,code poll,0,code poll | queuepolltester java,"[0, 0, 0, 0, 1, 0, 0]"
10557,QueuePollTester.java,author jared levy,0,author jared levy | queuepolltester java,"[0, 1, 0, 0, 0, 0, 0]"
10558,QueuePollTester.java,a generic junit test which tests code poll operations on a queue can t be invoked directly please see,0,a generic junit test which tests code poll operations on a queue can t be invoked directly please see | queuepolltester java,"[1, 0, 0, 0, 0, 0, 0]"
10559,QueuePollTester.java,too many unchecked generic array creations,0,too many unchecked generic array creations | queuepolltester java,"[1, 0, 0, 0, 0, 0, 0]"
10561,Suite_Remote_6_8.java,this class is meant to be empty it enables us to define the annotations which list all the different junit class we want to run when creating a new test class it should be added to the list below,0,this class is meant to be empty it enables us to define the annotations which list all the different junit class we want to run when creating a new test class it should be added to the list below | suite remote 6 8 java,"[0, 0, 1, 0, 0, 0, 0]"
10565,DummyLabel.java,version version,0,version version | dummylabel java,"[0, 0, 0, 1, 0, 0, 0]"
10570,CNavigatorOpenActionProvider.java,contributors anton leherbauer wind river systems - initial api and implementation,0,contributors anton leherbauer wind river systems - initial api and implementation | cnavigatoropenactionprovider java,"[0, 1, 0, 0, 0, 0, 0]"
10572,CNavigatorOpenActionProvider.java,see org eclipse ui navigator commonactionprovider init org eclipse ui navigator icommonactionextensionsite,0,see org eclipse ui navigator commonactionprovider init org eclipse ui navigator icommonactionextensionsite | cnavigatoropenactionprovider java,"[0, 0, 0, 0, 1, 0, 0]"
10573,CNavigatorOpenActionProvider.java,see org eclipse ui actions actiongroup dispose,0,see org eclipse ui actions actiongroup dispose | cnavigatoropenactionprovider java,"[0, 0, 0, 0, 1, 0, 0]"
10574,CNavigatorOpenActionProvider.java,see org eclipse ui actions actiongroup fillactionbars org eclipse ui iactionbars,0,see org eclipse ui actions actiongroup fillactionbars org eclipse ui iactionbars | cnavigatoropenactionprovider java,"[0, 0, 0, 0, 1, 0, 0]"
10575,CNavigatorOpenActionProvider.java,see org eclipse ui actions actiongroup fillcontextmenu org eclipse jface action imenumanager,0,see org eclipse ui actions actiongroup fillcontextmenu org eclipse jface action imenumanager | cnavigatoropenactionprovider java,"[0, 0, 0, 0, 1, 0, 0]"
10576,CNavigatorOpenActionProvider.java,see org eclipse ui actions actiongroup setcontext org eclipse ui actions actioncontext,0,see org eclipse ui actions actiongroup setcontext org eclipse ui actions actioncontext | cnavigatoropenactionprovider java,"[0, 0, 0, 0, 1, 0, 0]"
10577,CNavigatorOpenActionProvider.java,a common navigator action provider providing the contributions from the open editor action group,0,a common navigator action provider providing the contributions from the open editor action group | cnavigatoropenactionprovider java,"[1, 0, 0, 0, 0, 0, 0]"
10579,VaadinPortletSession.java,link httpsessionbindinglistener,0,link httpsessionbindinglistener | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10580,VaadinPortletSession.java,link portletsession setattribute,0,link portletsession setattribute | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10581,VaadinPortletSession.java,link vaadinportletservice,0,link vaadinportletservice | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10583,VaadinPortletSession.java,param service the portlet service to which the new session belongs,0,param service the portlet service to which the new session belongs | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10584,VaadinPortletSession.java,return portlet session,0,return portlet session | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10587,VaadinPortletSession.java,param listener to remove,0,param listener to remove | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10589,VaadinPortletSession.java,param name event name,0,param name event name | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10590,VaadinPortletSession.java,param value event value object that is serializable and if appropriate has a valid jaxb annotation,0,param value event value object that is serializable and if appropriate has a valid jaxb annotation | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10591,VaadinPortletSession.java,param ui a window in which a temporary action url can be opened if necessary,0,param ui a window in which a temporary action url can be opened if necessary | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10592,VaadinPortletSession.java,param name parameter identifier,0,param name parameter identifier | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10594,VaadinPortletSession.java,param ui a window in which the render url can be opened if necessary,0,param ui a window in which the render url can be opened if necessary | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10595,VaadinPortletSession.java,param portletmode the portlet mode to switch to,0,param portletmode the portlet mode to switch to | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10596,VaadinPortletSession.java,link stateawareresponse,0,link stateawareresponse | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10598,VaadinPortletSession.java,return action url or null if called outside a mimerequest outside a uidl request or similar,0,return action url or null if called outside a mimerequest outside a uidl request or similar | vaadinportletsession java,"[0, 0, 0, 1, 0, 0, 0]"
10599,VaadinPortletSession.java,link portletlistenernotifier,0,link portletlistenernotifier | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10602,VaadinPortletSession.java,returns the underlying portlet session,0,returns the underlying portlet session | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10603,VaadinPortletSession.java,returns the jsr-286 portlet configuration that provides access to the portlet context and init parameters,0,returns the jsr-286 portlet configuration that provides access to the portlet context and init parameters | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10606,VaadinPortletSession.java,link addportletlistener portletlistener,0,link addportletlistener portletlistener | vaadinportletsession java,"[0, 0, 0, 0, 1, 0, 0]"
10607,VaadinPortletSession.java,for internal use by the framework only - api subject to change,0,for internal use by the framework only - api subject to change | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10610,VaadinPortletSession.java,cleanup,0,cleanup | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10611,VaadinPortletSession.java,this action request is only to set shared render parameters,0,this action request is only to set shared render parameters | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10612,VaadinPortletSession.java,cleanup,0,cleanup | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10614,VaadinPortletSession.java,for internal use by the framework only - api subject to change,0,for internal use by the framework only - api subject to change | vaadinportletsession java,"[1, 0, 0, 0, 0, 0, 0]"
10615,VaadinPortletSession.java,listener interface for the various types of jsr-286 portlet requests the listener methods are called by the request handler link portletlistenernotifier after the session is locked and the corresponding ui has been found if already created but before other request processing takes place direct rendering of output is not possible in a portlet listener and the jsr-286 limitations on allowed operations in each phase or portlet request processing must be respected by the listeners note that internal action requests used by the framework to trigger events or set shared parameters do not call the action request listener but will result in a later event or render request that will trigger the corresponding listener,0,listener interface for the various types of jsr-286 portlet requests the listener methods are called by the request handler link portletlistenernotifier after the session is locked and the corresponding ui has been found if already created but before other request processing takes place direct rendering of output is not possible in a portlet listener and the jsr-286 limitations on allowed operations in each phase or portlet request processing must be respected by the listeners note that internal action requests used by the framework to trigger events or set shared parameters do not call the action request listener but will result in a later event or render request that will trigger the corresponding listener | vaadinportletsession java,"[0, 0, 1, 0, 0, 0, 0]"
10616,SharedCacheManager.java,this service maintains the shared cache meta data it handles claiming and releasing of resources all rpc calls from the client to the shared cache manager and administrative commands it also persists the shared cache meta data to a backend store and cleans up stale entries on a regular basis,0,this service maintains the shared cache meta data it handles claiming and releasing of resources all rpc calls from the client to the shared cache manager and administrative commands it also persists the shared cache meta data to a backend store and cleans up stale entries on a regular basis | sharedcachemanager java,"[0, 0, 1, 0, 0, 0, 0]"
10617,SharedCacheManager.java,priority of the sharedcachemanager shutdown hook,0,priority of the sharedcachemanager shutdown hook | sharedcachemanager java,"[1, 0, 0, 0, 0, 0, 0]"
10618,SharedCacheManager.java,for testing purposes only,0,for testing purposes only | sharedcachemanager java,"[1, 0, 0, 0, 0, 0, 0]"
10619,POPCPPParserExtensionConfiguration.java,contributors markus schorn - initial api and implementation,0,contributors markus schorn - initial api and implementation | popcppparserextensionconfiguration java,"[0, 1, 0, 0, 0, 0, 0]"
10620,POPCPPParserExtensionConfiguration.java,since 5 1,0,since 5 1 | popcppparserextensionconfiguration java,"[0, 0, 0, 1, 0, 0, 0]"
10622,POPCPPParserExtensionConfiguration.java,configures the parser to accept pop c,0,configures the parser to accept pop c | popcppparserextensionconfiguration java,"[1, 0, 0, 0, 0, 0, 0]"
10623,StringWithBooleanFieldEditor.java,contributors wind river systems - initial api and implementation,0,contributors wind river systems - initial api and implementation | stringwithbooleanfieldeditor java,"[0, 1, 0, 0, 0, 0, 0]"
10624,StringWithBooleanFieldEditor.java,a string field editor with an enablement check box,0,a string field editor with an enablement check box | stringwithbooleanfieldeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10625,StringWithBooleanFieldEditor.java,create and hide label from base class,0,create and hide label from base class | stringwithbooleanfieldeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10626,StringWithBooleanFieldEditor.java,return the value,0,return the value | stringwithbooleanfieldeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10627,StringWithBooleanFieldEditor.java,returns this field editor s current boolean value,0,returns this field editor s current boolean value | stringwithbooleanfieldeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10630,TestDistCpSync.java,the source target dir are not snapshottable dir,0,the source target dir are not snapshottable dir | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10631,TestDistCpSync.java,make sure the source path has been updated to the snapshot path,0,make sure the source path has been updated to the snapshot path | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10632,TestDistCpSync.java,reset source path in options,0,reset source path in options | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10633,TestDistCpSync.java,the source target does not have the given snapshots,0,the source target does not have the given snapshots | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10634,TestDistCpSync.java,reset source path in options,0,reset source path in options | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10635,TestDistCpSync.java,reset source paths in options,0,reset source paths in options | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10637,TestDistCpSync.java,make sure the source path has been updated to the snapshot path,0,make sure the source path has been updated to the snapshot path | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
10638,TestDistCpSync.java,reset source paths in options,0,reset source paths in options | testdistcpsync java,"[1, 0, 0, 0, 0, 0, 0]"
